@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
3226,-1.974538,-408.781311,96.735038,510.452693,94.292846,-6.910883,-5.196152,5.196152,413.215361,-413.475169,0.017321,-316.982618,2.307092,-7.000949,-410.218913,-2.71932,-1.71473,-504.421693,4.541437,-410.755849,93.288256,-415.020158,-96.007576,103.233692,6.01368,-92.436087,-1.489564,-93.548064,412.972874,87.75955,-8.975487,-7.970898,-88.746819,-3.446781,-411.725797,0,cluster0
3227,2.580756,-83.17308,29.392902,104.806394,-1.610807,7.759588,-5.161511,-15.501855,83.17308,-77.994248,0,-71.862788,3.396552,-8.575384,-98.674935,-2.580756,0,-98.829087,8.558063,-72.832736,19.052559,-76.229288,-16.454483,30.191378,3.396552,-36.319373,-5.161511,-19.052559,88.334591,25.996351,-11.138819,-3.396552,-15.656007,2.580756,-85.753835,0,cluster1
3228,0,-41.569219,1.732051,43.30127,1.732051,-34.641016,34.641016,-34.641016,41.569219,-6.928203,-34.641016,-5.196152,36.373067,-1.732051,-6.928203,0,0,-6.928203,1.732051,-6.928203,36.373067,-8.660254,-1.732051,3.464102,1.732051,-34.641016,34.641016,32.908965,6.928203,0,-1.732051,-1.732051,-34.641016,-34.641016,-6.928203,0,cluster1
3229,0,-8.660254,5.196152,13.856406,5.196152,0,0,0,25.980762,-25.980762,0,-3.464102,2.885597,14.434911,-8.660254,0,-17.320508,6.349698,2.885597,-8.660254,22.51666,-11.545851,-5.196152,8.081749,-14.434911,-19.631064,-17.320508,-5.196152,8.660254,2.310556,-2.885597,-20.206105,-19.631064,0,-8.660254,0,cluster1
3230,0,-53.693575,6.928203,60.621778,6.928203,-43.30127,43.30127,-43.30127,53.693575,-10.392305,-43.30127,-3.464102,46.765372,-3.464102,-10.392305,0,0,-13.856406,3.464102,-10.392305,50.229473,-13.856406,-6.928203,10.392305,3.464102,-46.765372,43.30127,36.373067,10.392305,3.464102,-3.464102,-3.464102,-46.765372,-43.30127,-10.392305,0,cluster1
3231,2.788602,-93.530744,5.178832,95.938294,-0.381051,-5.577204,0,0,94.916384,-96.302025,0,-84.160349,0.952628,-3.74123,-96.319345,-2.788602,0,-96.405948,2.338269,-96.319345,5.178832,-98.657614,-6.599114,8.937382,2.338269,-7.032126,-1.385641,-7.984754,90.742142,4.260845,-5.12687,-0.935307,-2.857884,2.788602,-90.742142,0,cluster1
3232,6.789639,-149.164216,23.486609,168.771031,26.396454,-5.819691,0.452065,-4.331859,148.194267,-151.556178,-0.969948,-126.647555,4.324931,-6.782711,-146.25437,-2.45778,0.517883,-165.868114,3.872866,-144.314473,25.426506,-147.669456,-21.998777,26.389526,3.872866,-20.065809,0,-19.15475,151.556178,15.73395,-9.692556,-4.842814,-20.583692,-7.759588,-143.344525,0,cluster1
3233,0,-112.962622,19.431878,131.635861,19.052559,-0.379319,-0.76037,0.76037,112.962622,-111.822932,-0.379319,-93.530744,2.928898,-2.93063,-112.203983,-0.381051,0.381051,-128.325912,3.309949,-112.962622,18.67324,-115.132881,-18.671508,22.362508,3.309949,-14.982239,-0.379319,-19.812929,111.822932,15.74261,-3.309949,-3.309949,-15.74261,0,-112.583302,0,cluster1
3234,0,-43.30127,1.732051,45.033321,1.732051,-34.641016,34.641016,-34.641016,43.30127,-8.660254,-34.641016,-6.928203,36.373067,-1.732051,-8.660254,0,0,-8.660254,1.732051,-8.660254,36.373067,-10.392305,-1.732051,3.464102,1.732051,-34.641016,34.641016,32.908965,8.660254,0,-1.732051,-1.732051,-34.641016,-34.641016,-8.660254,0,cluster1
3235,0,-17.320508,13.856406,31.176915,13.856406,0,0,0,17.320508,-17.320508,0,-3.464102,5.772925,-5.772925,-17.320508,0,0,-25.403989,5.772925,-17.320508,13.856406,-23.093433,-13.856406,19.629332,5.772925,-8.083481,0,-13.856406,17.320508,8.083481,-5.772925,-5.772925,-8.083481,0,-17.320508,0,cluster1
3236,-0.232095,-71.014083,8.660254,78.39262,8.660254,-2.563435,-1.163938,1.163938,71.014083,-70.08224,-1.281718,-62.121734,3.34459,-1.945093,-72.063706,-1.163938,1.163938,-75.165809,2.994716,-71.014083,7.378536,-72.844861,-7.264221,11.65497,3.458905,-4.03741,-0.232095,-9.824192,71.131863,5.433443,-5.790246,-4.740623,-5.665538,-1.049623,-69.732366,0,cluster1
3237,6.235383,-62.700239,8.660254,65.12511,12.817176,-2.078461,0,-4.156922,60.621778,-64.7787,0,-56.118446,2.753961,-2.753961,-60.621778,0,0,-64.449611,2.753961,-56.464856,8.660254,-63.375739,-8.660254,11.414215,2.753961,-5.906293,0,-8.660254,66.857161,5.906293,-6.910883,-2.753961,-5.906293,-4.156922,-56.464856,0,cluster1
3238,-7.068499,-5.196152,1.732051,6.928203,1.732051,0,0,-7.068499,5.196152,-5.196152,0,-10.532601,1.732051,-1.732051,-12.264652,0,0,-5.196152,-5.336449,-5.196152,1.732051,-13.996703,-1.732051,3.464102,1.732051,0,0,-1.732051,5.196152,0,-1.732051,5.336449,0,0,1.872347,0,cluster1
3239,0,-65.817931,8.660254,72.798095,8.660254,-3.360179,-1.316359,1.316359,65.817931,-64.501572,-1.680089,-57.157677,3.827832,-1.784012,-67.49802,-1.316359,1.316359,-69.333994,3.464102,-65.817931,6.980165,-67.965674,-7.343895,12.124356,3.464102,-3.879794,0,-9.976613,66.181661,5.196152,-6.82428,-5.144191,-5.196152,-1.680089,-64.137841,0,cluster1
3240,-0.017321,-116.25525,22.308814,134.892117,14.964919,0.017321,6.124532,-2.435263,105.222087,-115.035886,0,-75.569377,3.453709,-8.362341,-123.599146,6.124532,1.236684,-126.512455,12.05161,-112.583302,22.308814,-119.70896,-17.382862,38.015051,4.690394,-31.069527,0,-23.528178,107.674671,17.6011,-1.001125,-1.018446,-21.290369,11.033164,-108.911355,0,cluster1
3241,5.092229,-69.351314,20.819251,91.867975,15.727021,-8.487049,0,0,77.838363,-74.443544,0,-51.926883,0.069282,-6.858921,-72.746134,-1.69741,-3.39482,-98.588332,5.161511,-74.443544,17.424431,-77.907645,-24.21407,27.678172,3.464102,-19.052559,0,-27.60889,76.140954,19.052559,-11.951151,-1.766692,-13.96033,-3.39482,-69.351314,0,cluster1
3242,-3.671948,-18.844713,12.332202,27.504967,8.660254,0,-2.146011,2.146011,22.51666,-20.37065,0,-13.856406,1.605611,-0.079674,-26.188608,1.525937,2.146011,-27.425292,3.751622,-22.51666,8.660254,-20.450324,-6.514243,8.739928,3.751622,-2.762621,0,-10.806265,20.37065,4.908632,-3.751622,-3.751622,-4.908632,-3.671948,-22.51666,0,cluster1
3243,0,-20.78461,-7.621024,13.163586,-7.621024,-12.817176,0,0,20.78461,-20.78461,0,-15.588457,2.968735,-2.968735,-20.78461,0,0,-35.829203,2.968735,-33.601786,-7.621024,-36.570521,-18.013328,20.982063,2.968735,-15.044593,0,-18.013328,7.967434,15.044593,-2.968735,9.848441,-2.227417,12.817176,-7.967434,0,cluster1
3244,-0.247683,-257.781122,57.157677,314.938798,57.157677,-1.437602,-0.057158,-0.190526,257.781122,-254.84876,-1.437602,-199.433526,7.709358,-7.766516,-256.591203,-1.49476,1.49476,-305.73468,7.518833,-256.34352,58.595279,-262.862959,-55.662917,64.924192,7.766516,-49.334003,1.437602,-57.214834,254.84876,49.391161,-7.766516,-7.518833,-50.828763,-1.437602,-256.095836,0,cluster1
3245,0,-68.450648,35.541683,79.258645,-22.17025,16.489124,14.311936,-6.067374,43.716962,-49.784336,-8.244562,-16.419842,-4.648824,-14.017487,-76.69521,14.311936,10.42175,-56.996596,30.506611,-27.227839,43.786244,-39.068138,7.858315,49.55917,-10.716198,-35.836131,16.489124,11.748501,41.539775,5.035072,2.471637,2.471637,-29.768757,8.244562,-60.206086,0,cluster1
3246,0,-6.928203,-32.908965,43.30127,36.373067,-34.641016,34.641016,-34.641016,41.569219,-6.928203,-34.641016,-5.196152,36.373067,-1.732051,-6.928203,0,0,-6.928203,1.732051,-6.928203,36.373067,-8.660254,-36.373067,3.464102,1.732051,-34.641016,0,-1.732051,6.928203,0,-1.732051,-36.373067,-69.282032,-69.282032,-6.928203,0,cluster1
3247,3.533384,-198.700869,21.927763,214.739659,22.51666,-1.177795,1.344071,-4.288558,188.689615,-191.800378,3.533384,-169.706338,6.048321,-4.70425,-198.111971,-3.956004,-1.344071,-208.268717,4.115353,-185.156231,24.87225,-197.093525,-16.793965,27.22091,4.70425,-23.86766,2.944486,-15.872514,195.922659,20.168,-4.70425,-2.937558,-21.934691,-6.47787,-186.334026,0,cluster1
3248,2.701999,-246.159061,64.328367,300.995789,52.100088,-1.36832,-0.678964,-3.443317,235.333743,-242.812739,1.36832,-180.514335,4.882651,-15.035933,-247.544701,-0.661643,4.714642,-290.064817,9.579973,-228.526784,62.942726,-238.813433,-58.262725,73.89102,6.895294,-60.89371,4.052999,-51.410732,242.830059,53.397394,-10.965614,-2.807654,-54.713753,-1.351,-240.737742,0,cluster1
3249,0,-34.848862,8.244562,43.093424,5.196152,0,-0.545596,2.069801,36.373067,-34.303266,0,-31.176915,1.473975,-2.019571,-37.897272,-2.069801,0.545596,-42.598058,2.019571,-34.848862,5.196152,-37.847042,-3.126352,7.215724,2.019571,-2.630985,0,-2.693339,35.827471,3.176581,-2.019571,-3.543776,-3.176581,-3.048409,-37.897272,0,cluster1
3250,0,-37.897272,17.320508,45.033321,7.136049,0,19.047363,-8.862904,27.712813,-36.575717,-10.184459,-10.392305,12.82064,6.226723,-27.712813,8.862904,-8.862904,-20.706667,34.511112,-48.08173,27.504967,-40.533453,-15.998953,51.83162,3.957736,-22.225676,10.184459,-8.457604,26.391258,-17.190604,-3.957736,-3.957736,-23.547231,0,-27.712813,0,cluster1
3251,4.120549,-288.992677,29.825915,307.300454,20.490161,-3.290897,3.33593,-1.90006,286.862255,-284.690263,-2.771281,-259.289738,4.385553,-6.522903,-287.435564,-3.263184,-2.227417,-304.085768,9.015324,-286.827614,31.471363,-286.85013,-22.07672,38.4446,2.227417,-23.781058,7.603703,-22.696794,287.929198,17.275475,-7.631416,-4.252185,-27.217446,-4.867063,-283.881395,0,cluster1
3252,4.555294,-296.198009,15.67506,309.621402,18.636867,-1.628128,-4.995235,-0.841777,290.360997,-291.549184,-0.32909,-273.664028,2.45778,-5.166708,-294.587201,-0.4053,-2.521866,-307.745591,-0.081406,-290.031908,17.632277,-290.86156,-17.209657,21.153537,6.465746,-14.329256,0.32909,-20.029436,295.117209,9.867493,-3.19217,-1.598683,-17.713684,-3.273576,-287.72828,0,cluster1
3253,-2.036892,-25.980762,13.856406,39.837169,13.856406,0,0,-2.036892,25.980762,-25.980762,0,-14.161247,3.710053,-3.710053,-28.017654,0,0,-36.127116,1.673161,-25.980762,13.856406,-31.727707,-13.856406,17.566459,3.710053,-10.146354,0,-13.856406,25.980762,10.146354,-3.710053,-1.673161,-10.146354,0,-23.94387,0,cluster1
3254,3.649431,-274.114361,29.895197,293.392086,19.866623,-2.805922,3.472762,-2.558239,273.594746,-270.9551,-3.360179,-246.004908,4.506796,-6.056982,-273.631119,-3.247595,-2.364249,-291.26686,9.117515,-273.560105,31.557966,-272.543391,-22.107897,38.617805,1.676625,-23.879784,7.723215,-23.096898,273.690008,17.16982,-7.737071,-4.288558,-27.286728,-4.414998,-270.560193,0,cluster1
3255,4.797781,-287.658998,51.701717,336.156421,42.885578,-0.796743,-1.861955,-6.1228,289.252485,-289.76344,0.796743,-240.737742,5.693251,-8.38659,-294.864329,-5.862992,-2.918506,-328.601215,5.164976,-282.861217,50.887653,-289.351212,-45.821404,56.052628,2.774745,-50.25199,-3.186973,-47.969147,291.374247,46.536741,-11.556243,-8.351949,-45.722677,-2.39023,-286.862255,0,cluster1
3256,2.227417,-1871.321549,42.400604,1912.443899,37.585503,-0.879882,-1.453191,-1.712998,1871.927767,-1872.390224,-0.100459,-1832.312301,3.114227,-6.444961,-1875.031602,-1.564042,0.226899,-1909.487288,3.663287,-1867.895552,39.698605,-1872.911572,-37.815865,44.144779,3.88499,-38.742512,-1.125833,-38.307768,1873.665014,37.746583,-6.805228,-4.058195,-36.780099,-2.487225,-1871.827308,0,cluster0
3257,2.805922,-37.117849,6.517707,39.178989,7.672985,-4.208883,1.155278,-6.519439,35.714888,-35.467204,-4.208883,-29.444864,2.982591,-4.633236,-34.55961,-1.898328,0.247683,-33.390475,1.827314,-28.947765,7.425302,-30.279712,-1.565774,5.539098,3.230275,-5.597988,1.650644,2.147743,36.870166,0.48151,-4.633236,-1.827314,-4.44271,-5.611845,-28.700082,0,cluster1
3258,7.160298,-655.408026,351.277224,1000.605752,345.180405,-6.062178,-2.887329,-0.846973,654.19559,-658.582875,-1.212436,-306.687308,29.401562,-34.731083,-653.080149,-2.887329,-0.749978,-969.511975,29.767025,-649.345848,348.835033,-678.861726,-344.735268,377.503938,32.306212,-314.853928,1.212436,-343.235312,656.158004,309.236887,-35.943518,-30.979461,-321.395884,-8.504369,-649.231532,0,cluster0
3259,-1.193383,-245.570163,34.744939,281.371654,31.575286,-3.186973,-5.573739,0.273664,248.739816,-250.733407,0,-218.10157,4.070319,-6.474406,-247.546433,-0.273664,-0.782887,-274.897248,4.207151,-247.683265,28.388313,-246.316677,-29.034368,33.652015,5.537366,-26.803486,-0.136832,-25.475003,248.466152,21.913907,-4.343983,-5.537366,-24.181161,0.136832,-247.683265,0,cluster1
3260,1.90006,-72.746134,14.531906,85.927041,15.207406,-3.377499,1.09812,-2.44912,72.746134,-73.970694,-0.6755,-58.763288,2.767817,-3.696196,-73.970694,-0.252879,-0.42262,-84.257344,2.218757,-70.719634,13.856406,-74.712012,-14.152587,16.075164,3.822636,-11.80739,1.22456,-13.433786,75.195254,10.83571,-6.398196,-2.471637,-10.96215,-1.90006,-69.368635,0,cluster1
3261,-5.092229,-27.712813,3.568025,41.465296,13.752483,0,0,-5.092229,27.712813,-32.805042,-5.092229,-19.052559,7.863511,-2.771281,-27.712813,-5.092229,0,-33.601786,-2.320948,-27.712813,3.568025,-25.391865,-3.568025,11.431535,2.771281,-5.888973,-5.092229,-3.568025,27.712813,5.888973,-2.771281,2.320948,-5.888973,0,-27.712813,0,cluster1
3262,0.535204,-985.796717,41.103298,1023.676668,36.546272,2.182384,-1.196847,-3.21815,982.557782,-981.622475,-0.259808,-944.243086,3.257988,-8.629077,-987.494127,-1.371784,-0.08487,-1018.392181,3.500475,-979.666989,38.172668,-982.644385,-34.860987,42.14426,4.248721,-37.751779,-0.900666,-36.338426,984.876998,36.787027,-4.558758,-2.897721,-35.245502,-0.916255,-982.020846,0,cluster0
3263,-1.160474,-210.548096,27.93798,239.248178,26.413775,-1.939897,-1.44453,0.266736,210.911827,-213.018001,0,-184.550014,2.79553,-4.638432,-211.69125,0.893738,-0.495367,-234.592425,3.079586,-210.929147,25.599711,-212.148511,-24.934603,29.424079,3.443317,-23.794914,0,-23.891909,211.043463,20.562907,-2.282843,-3.443317,-22.918496,0.779423,-211.69125,0,cluster1
3264,-1.732051,-199.77474,27.123916,228.041809,24.837609,-1.125833,-0.1351,-0.419156,199.75742,-201.35437,0.571577,-173.205081,3.086515,-3.238935,-201.48947,1.008054,-1.56231,-223.6424,3.256256,-200.346317,25.980762,-202.861255,-24.096291,29.791274,4.382089,-24.304137,0,-24.401132,200.765473,20.4382,-1.506884,-3.810512,-22.741827,1.160474,-200.917894,0,cluster1
3265,-1.71473,-152.38583,19.901264,169.723659,14.705111,0.883346,-1.965878,-4.893044,148.124985,-147.839197,-2.546115,-130.804477,0.876418,-6.271756,-154.117881,-3.680608,0.251147,-165.149312,5.423051,-145.544229,19.035238,-145.554622,-16.203335,22.726239,1.97627,-18.539872,-1.732051,-14.159515,153.000708,17.076289,-6.254435,-1.99359,-15.326918,1.71473,-148.124985,0,cluster1
3266,5.043732,-171.680876,28.925248,191.772665,22.326135,-4.41673,2.591148,-2.743568,170.988056,-169.855294,-2.944486,-143.635509,4.787388,-6.61297,-171.071194,-4.042607,-1.863687,-188.883605,7.205331,-169.481172,30.380171,-170.697071,-23.427719,36.231039,2.19624,-24.175965,5.871652,-23.424255,172.08964,18.674972,-8.829995,-4.278165,-26.729008,-5.178832,-167.129047,0,cluster1
3267,3.117691,-172.373696,19.658777,186.697757,9.456997,-1.749371,-2.717588,-0.400104,168.355338,-172.288826,1.333679,-156.681316,-1.458387,-6.178225,-169.689018,-4.051267,0.500563,-177.869494,7.962238,-169.706338,16.575726,-170.91531,-13.407805,18.752914,3.94388,-10.762964,-3.550704,-8.658522,173.622505,5.513118,-6.611238,-4.376892,-8.630809,-1.316359,-172.356376,0,cluster1
3268,6.685716,-179.3019,26.032724,196.587767,19.901264,-4.382089,1.278253,-4.101496,174.105747,-178.986666,-1.766692,-151.589087,1.860223,-8.44548,-180.202566,-2.220489,2.220489,-192.541696,4.600327,-167.0563,27.747454,-174.112675,-18.390915,29.888269,2.452584,-24.858393,4.226204,-14.258242,177.982077,16.75586,-8.428159,-3.180045,-22.991242,-5.092229,-172.14853,0,cluster1
3269,4.624576,-68.710456,25.980762,90.066642,27.522287,-6.166101,4.364768,-5.906293,70.251981,-66.909123,-4.624576,-41.188168,7.569062,-4.745819,-64.08588,-3.342858,-1.281718,-86.862348,4.745819,-64.08588,30.605338,-68.571891,-25.720954,32.268107,3.204294,-25.599711,4.624576,-23.157519,68.450648,21.234943,-9.370395,-4.745819,-27.401044,-9.249151,-61.002829,0,cluster1
3270,8.504369,-79.674337,11.483497,79.830222,17.164624,0,0,-8.504369,79.674337,-88.178707,0,-76.69521,0.240755,-3.063998,-79.674337,0,0,-85.270593,3.063998,-71.169968,11.483497,-82.738335,-8.660254,11.724252,5.887241,-5.596256,0,-8.660254,88.178707,2.773013,-11.568367,-3.063998,-5.596256,-8.504369,-71.169968,0,cluster1
3271,0,-39.837169,23.467556,62.076701,22.239532,-6.651075,-7.879099,2.456048,39.837169,-45.26022,0,-24.248711,2.755693,-10.634792,-41.065193,-2.456048,1.228024,-52.669933,3.983717,-41.065193,14.360433,-35.941786,-13.132409,20.800198,3.983717,-10.376716,1.228024,-8.937382,38.609145,6.181689,-3.983717,-3.983717,-11.60474,0,-39.837169,0,cluster1
3272,0,-68.450648,35.541683,79.258645,-22.17025,16.489124,14.311936,-6.067374,43.716962,-49.784336,-8.244562,-16.419842,-4.648824,-14.017487,-76.69521,14.311936,10.42175,-56.996596,30.506611,-27.227839,43.786244,-39.068138,7.858315,49.55917,-10.716198,-35.836131,16.489124,11.748501,41.539775,5.035072,2.471637,2.471637,-29.768757,8.244562,-60.206086,0,cluster1
3273,0,-82.449083,45.999805,121.243557,33.674532,0,0,7.205331,81.406388,-82.449083,0,-42.611914,0.935307,-8.140639,-75.243751,-1.042695,-1.042695,-113.102918,8.140639,-82.449083,39.837169,-83.38439,-39.837169,47.977807,7.097944,-31.69653,0,-38.794474,81.406388,24.491198,-8.140639,-8.140639,-37.859167,-7.205331,-81.406388,0,cluster1
3274,-8.504369,-55.58151,13.215548,74.478185,-0.935307,-5.681127,-8.504369,-2.823243,64.08588,-61.262637,0,-53.693575,2.563435,3.117691,-66.909123,0,0,-71.91475,2.563435,-61.262637,10.392305,-55.321703,-16.073431,12.95574,2.563435,-19.156482,0,-10.392305,64.08588,10.652112,-2.563435,-2.563435,-7.82887,8.504369,-64.08588,0,cluster1
3275,-3.845153,-115.848218,36.762778,150.307369,43.30127,2.693339,6.538492,1.151814,112.003065,-105.854285,-1.151814,-71.395134,11.762357,-6.76539,-109.699438,0,3.845153,-150.08047,7.917204,-112.003065,42.149456,-117.616642,-50.991576,55.063627,7.917204,-38.077405,-1.151814,-48.298237,109.699438,43.074372,-4.072051,-4.072051,-35.384066,0,-118.541557,0,cluster1
3276,-3.845153,-115.848218,36.762778,150.307369,43.30127,2.693339,6.538492,1.151814,112.003065,-105.854285,-1.151814,-71.395134,11.762357,-6.76539,-109.699438,0,3.845153,-150.08047,7.917204,-112.003065,42.149456,-117.616642,-50.991576,55.063627,7.917204,-38.077405,-1.151814,-48.298237,109.699438,43.074372,-4.072051,-4.072051,-35.384066,0,-118.541557,0,cluster1
3277,1.103316,-269.269815,14.145659,275.396078,26.800022,2.286307,1.593487,6.940328,249.20747,-259.708894,8.573651,-235.967674,3.710053,-10.153282,-256.994771,0.410496,1.519009,-267.840873,1.505152,-248.970179,16.454483,-269.867372,-17.216585,22.01783,11.810854,-13.645096,-0.277128,-9.694288,258.820352,15.498391,-3.25972,0.781155,-14.869656,-10.011254,-252.025517,0,cluster1
3278,1.835974,-41.136207,12.436125,55.425626,-0.433013,-9.19719,-3.985449,2.166796,54.022665,-50.019895,0,-45.258488,-5.249846,-6.096819,-46.644128,-2.149475,-5.211741,-58.525997,2.424871,-44.825475,3.238935,-45.100871,-6.614702,9.353074,4.260845,-7.861779,0,-10.930973,55.545137,2.667358,-11.622061,-2.424871,1.02191,-5.525242,-46.661449,0,cluster1
3279,2.286307,-231.275548,71.209805,298.674841,65.067953,-1.524205,1.16567,-3.451977,227.868604,-230.917014,-1.524205,-157.420902,4.124013,-6.768855,-234.323958,0.807136,0.762102,-291.143884,7.530957,-224.416627,72.330442,-230.064845,-65.875088,76.812989,2.599808,-69.775667,2.286307,-63.947316,229.034274,62.513178,-6.006752,-3.720445,-66.727257,0,-227.868604,0,cluster1
3280,1.749371,-229.531373,71.100686,296.215329,65.679367,-1.766692,2.251666,-4.936345,225.166605,-228.249655,-2.667358,-154.949265,4.988306,-6.252703,-231.332706,1.437602,0.467654,-287.277947,8.054036,-220.663273,73.716082,-226.534925,-65.315636,77.336069,1.905256,-71.499057,3.550704,-61.764932,225.634259,62.111342,-5.386678,-3.619986,-67.49802,-0.883346,-224.265939,0,cluster1
3281,-2.502813,-231.609834,39.386835,273.352258,25.184019,-5.525242,-5.007359,-6.839869,236.355653,-234.630531,0,-200.80531,6.628558,-6.093355,-239.360761,-0.26154,0.26154,-267.258904,2.811118,-229.254245,36.217182,-228.634171,-34.266893,39.807724,5.443836,-43.121137,-0.909327,-30.9708,236.094114,32.496737,-6.093355,-4.647092,-32.609321,2.502813,-235.55891,0,cluster1
3282,-0.621806,-2255.50081,90.160173,2346.720998,86.689143,-1.635056,-2.359053,0.614878,2256.886451,-2255.147472,0.166277,-2166.908144,5.332984,-5.790246,-2258.09369,-2.87174,-0.038105,-2344.318644,4.55183,-2255.1544,89.228329,-2261.019124,-89.65095,97.280634,6.129728,-87.778603,-1.603879,-89.983504,2256.512328,86.226685,-7.581186,-6.498655,-85.398765,-1.070407,-2255.741565,0,cluster0
3283,-1.212436,-193.903088,19.052559,213.561865,17.840123,0.606218,0.606218,-1.212436,193.29687,-197.540395,0.606218,-178.487836,1.396033,-0.789815,-195.721741,1.212436,-0.606218,-210.953396,3.820904,-193.903088,19.052559,-197.723992,-19.658777,24.085899,2.002251,-18.262744,0.606218,-18.446341,197.540395,15.231655,-3.820904,-2.608469,-15.837873,0,-195.721741,0,cluster1
3284,0,-147.761254,19.589495,166.554006,16.800893,-3.602666,-2.92197,-0.680696,149.354741,-151.247873,-0.796743,-132.96954,1.170866,-4.889579,-149.354741,-0.116047,-0.282324,-163.257913,2.482029,-148.557998,15.588457,-148.516429,-15.870782,18.867229,3.677144,-14.185496,0.398372,-13.695326,149.238694,10.300506,-3.677144,-2.482029,-12.708057,0,-148.159626,0,cluster1
